call_uid,enquiry_ref,call_start_local,caller_number,tracking_number,mkt_medium,traffic_src,campaign_label,adgroup_name,device_type,region_state,landing_path,agent_team,call_outcome,sales_stage,lead_quality_flag,job_won_flag,missed_call_flag,repeat_caller_flag,duration_sec,wait_time_sec,ad_spend_aud,quote_value_aud,booked_job_value_aud,revenue_aud,row_quality_note
CALL-250114-1096,ENQ-250114-8035,2025-01-14 09:20,0428468611,STATIC-AU-929504,Organic Search,Google Organic,Local SEO,Emergency,Desktop,SA,/blog/local-service-guide,After Hours,Answered,Connected,No,No,No,No,216,18,2.26,0.0,0,0,ok
CALL-250201-1097,ENQ-250201-4921,2025-02-01 12:41,0477157219,DNI-NZ-LOCAL-504630,Paid Search,Google Ads,Emergency Plumbing,Generic,Mobile,QLD,/lp/emergency-plumbing,After Hours,Missed,Missed,No,No,Yes,No,31,31,16.71,0,0,0,ok
CALL-250131-1098,ENQ-250131-7590,2025-01-31 15:40,0428544150,DNI-AU-LOCAL-771652,Email,CRM Email,Emergency Plumbing,Generic,Tablet,WA,/lp/emergency-plumbing,Inbound Sales,Answered,Connected,No,No,No,No,178,3,5.34,0.0,0,0,late-night call
CALL-250310-1099,ENQ-250310-3877,2025-03-10 17:09,0477876636,DNI-AU-LOCAL-113280,Paid Search,Google Ads,Dental Implants,Remarketing,Mobile,QLD,/lp/implants,Inbound Sales,Qualified No Sale,Qualified,Yes,No,No,No,564,6,11.12,1667.59,0,0,duplicate caller possible
CALL-250118-1100,ENQ-250118-2889,2025-01-18 19:00,0435806866,DNI-AU-MOBILE-876764,Paid Search,Google Ads,Retargeting Trial,Brand,Desktop,QLD,/lp/retargeting,Inbound Sales,Not Qualified,Connected,No,No,No,No,159,13,11.32,0.0,0,0,late-night call
CALL-250101-1101,ENQ-250101-7568,2025-01-01 08:54,0435148159,DNI-AU-LOCAL-587686,Display,Programmatic,Dental Implants,Generic,Mobile,NSW,/lp/implants,Inbound Sales,Qualified No Sale,Qualified,Yes,No,No,No,757,4,5.35,1139.55,0,0,ok
CALL-250209-1102,ENQ-250209-2703,2025-02-09 13:05,0477422448,DNI-AU-MOBILE-655550,Email,CRM Email,Winter Promo,Remarketing,Mobile,VIC,/lp/winter-offer,After Hours,Qualified No Sale,Qualified,Yes,No,No,No,716,28,0,705.3,0,,ok
CALL-250223-1103,ENQ-250223-2731,2025-02-23 15:03,0435414353,DNI-AU-MOBILE-571404,Direct,Direct Visit,Brand Protection,Remarketing,Mobile,VIC,/contact,Service Desk,Not Qualified,Connected,No,No,No,Yes,83,10,0.0,0.0,0,0,missing optional value
CALL-250210-1104,ENQ-250210-5093,2025-02-10 14:07,0428682959,DNI-AU-LOCAL-584487,Email,CRM Email,Winter Promo,Brand,Mobile,VIC,/lp/winter-offer,Inbound Sales,Converted,Connected,No,Yes,No,No,146,4,11.86,912.89,772.25,772.25,ok
CALL-250118-1105,ENQ-250118-9128,2025-01-18 09:00,0477514186,DNI-AU-LOCAL-501320,Paid Search,Google Ads,Dental Implants,Emergency,Desktop,VIC,/lp/implants,After Hours,Qualified No Sale,Quote Sent,Yes,No,No,No,631,105,10.62,357.34,0,215.32,duplicate caller possible
CALL-250224-1106,ENQ-250224-9231,2025-02-24 10:22,0428460745,STATIC-AU-507247,Paid Search,Google Ads,Dental Implants,Competitor,Mobile,NSW,/lp/implants,Inbound Sales,Qualified No Sale,Quote Sent,Yes,No,No,No,474,8,11.03,716.82,0,0,ok
CALL-250124-1107,ENQ-250124-4875,2025-01-24 08:20,0402284654,STATIC-AU-945372,Email,CRM Email,Winter Promo,Competitor,Mobile,QLD,/lp/winter-offer,Inbound Sales,Converted,Qualified,No,Yes,No,No,82,30,25.75,1897.9,1124.44,1124.44,duplicate caller possible
CALL-250331-1108,ENQ-250331-1011,2025-03-31 13:58,0435601207,STATIC-AU-743966,Email,CRM Email,Winter Promo,Generic,Mobile,VIC,/lp/winter-offer,Overflow Team,Missed,Missed,No,No,Yes,No,31,47,3.06,0,0,0,ok
CALL-250117-1109,ENQ-250117-6846,2025-01-17 13:45,0413282664,DNI-AU-MOBILE-797860,Paid Search,Google Ads,Brand Protection,Brand,Mobile,VIC,/contact,Service Desk,Answered,Connected,No,No,No,No,420,51,44.13,0.0,0,0,late-night call
CALL-250123-1110,ENQ-250123-2110,2025-01-23 14:19,0428682959,STATIC-AU-369125,Paid Social,Meta Ads,Dental Implants,Near Me,Mobile,VIC,/lp/implants,Service Desk,Converted,Qualified,No,Yes,No,Yes,162,2,8.15,1428.84,972.65,972.65,ok
CALL-250101-1111,ENQ-250101-2228,2025-01-01 08:24,0402284654,DNI-AU-LOCAL-454366,Organic Search,Google Organic,Local SEO,Remarketing,Mobile,SA,/blog/local-service-guide,Inbound Sales,Answered,Connected,No,No,No,Yes,182,18,2.68,0.0,0,0,late-night call
CALL-250320-1112,ENQ-250320-8869,2025-03-20 15:45,0477729371,DNI-AU-MOBILE-201698,Paid Search,Google Ads,Emergency Plumbing,Brand,Mobile,VIC,/lp/emergency-plumbing,Inbound Sales,Not Qualified,Connected,No,No,No,No,417,13,13.19,0.0,0,,ok
CALL-250127-1113,ENQ-250127-4727,2025-01-27 10:40,0435534096,DNI-AU-LOCAL-981639,Organic Search,Google Organic,Winter Promo,Emergency,Mobile,NSW,/lp/winter-offer,Inbound Sales,Converted,Won,Yes,Yes,No,No,320,8,0.76,3602.96,2360.18,2360.18,missing optional value
CALL-250308-1114,ENQ-250308-3738,2025-03-08 14:34,0428281276,DNI-AU-MOBILE-947732,Referral,Partner Referral,Retargeting Trial,Remarketing,Mobile,VIC,/lp/retargeting,Inbound Sales,Missed,Missed,No,No,Yes,No,26,47,1.01,0,0,0,ok
CALL-250117-1115,ENQ-250117-2654,2025-01-17 08:27,0401210766,STATIC-AU-661652,Paid Search,Google Ads,Dental Implants,Generic,Desktop,VIC,/lp/implants,Service Desk,Not Qualified,Connected,No,No,No,No,213,5,8.97,0.0,0,0,ok
CALL-250222-1116,ENQ-250222-8259,2025-02-22 12:24,0401958747,STATIC-AU-382507,Referral,Partner Referral,Emergency Plumbing,Near Me,Mobile,VIC,/lp/emergency-plumbing,Inbound Sales,Not Qualified,Connected,No,No,No,Yes,253,39,0.28,0.0,0,0,duplicate caller possible
CALL-250223-1117,ENQ-250223-6904,2025-02-23 17:41,0428153015,DNI-AU-MOBILE-387286,Paid Search,Google Ads,Roof Repair AU,Competitor,Mobile,NSW,/lp/roof-repair,Inbound Sales,Converted,Qualified,No,Yes,No,No,213,6,20.55,1814.48,1598.75,1598.75,ok
CALL-250301-1118,ENQ-250301-3669,2025-03-01 16:25,0428152062,DNI-AU-MOBILE-998746,Referral,Partner Referral,Winter Promo,Brand,Mobile,VIC,/lp/winter-offer,After Hours,Missed,Missed,No,No,Yes,No,19,50,0.0,0,0,0,ok
CALL-250324-1119,ENQ-250324-5511,2025-03-24 11:43,0413847362,DNI-NZ-LOCAL-494763,Paid Search,Google Ads,Local SEO,Remarketing,Desktop,WA,/blog/local-service-guide,After Hours,Missed,Missed,No,No,Yes,No,24,53,50.45,0,0,,ok
CALL-250228-1120,ENQ-250228-6327,2025-02-28 12:13,0413771712,STATIC-AU-373832,Email,CRM Email,Local SEO,Emergency,Mobile,VIC,/blog/local-service-guide,Inbound Sales,Missed,Missed,No,No,Yes,No,30,50,1.61,0,0,0,duplicate caller possible
CALL-250325-1121,ENQ-250325-9311,2025-03-25 12:12,0477475911,STATIC-AU-986486,Paid Search,Google Ads,Brand Protection,Emergency,Desktop,QLD,/contact,After Hours,Answered,Connected,No,No,No,No,209,42,34.11,0.0,0,0,ok
CALL-250326-1122,ENQ-250326-2929,2025-03-26 16:11,0413586288,DNI-NZ-LOCAL-156284,Organic Search,Google Organic,Roof Repair AU,Emergency,Desktop,NSW,/lp/roof-repair,Service Desk,Missed,Missed,No,No,Yes,No,24,32,0.88,0,0,0,duplicate caller possible
CALL-250316-1123,ENQ-250316-8029,2025-03-16 17:39,0428522988,DNI-NZ-LOCAL-501936,Paid Search,Google Ads,Competitor Terms,High Intent,Desktop,NSW,/lp/compare-options,Inbound Sales,Answered,Connected,No,No,No,No,174,10,61.75,0.0,0,0,ok
CALL-250105-1124,ENQ-250105-3192,2025-01-05 16:12,0428820141,STATIC-AU-613989,Paid Social,Meta Ads,Retargeting Trial,High Intent,Desktop,QLD,/lp/retargeting,Inbound Sales,Not Qualified,Connected,No,No,No,No,246,21,9.75,0.0,0,0,ok
CALL-250125-1125,ENQ-250125-9966,2025-01-25 10:58,0428229598,STATIC-AU-597440,Direct,Direct Visit,Brand Protection,Near Me,Desktop,VIC,/contact,Service Desk,Answered,Connected,No,No,No,No,326,18,2.41,0.0,0,,duplicate caller possible
CALL-250120-1126,ENQ-250120-9095,2025-01-20 11:44,0477729371,DNI-AU-MOBILE-194458,Referral,Partner Referral,Winter Promo,Near Me,Mobile,VIC,/lp/winter-offer,Inbound Sales,Converted,Connected,No,Yes,No,Yes,,5,0.38,1624.57,1215.57,1215.57,late-night call
CALL-250110-1127,ENQ-250110-2522,2025-01-10 19:46,0435381342,STATIC-AU-954551,Paid Search,Google Ads,Roof Repair AU,Generic,Mobile,VIC,/lp/roof-repair,Service Desk,Converted,Connected,No,Yes,No,No,77,6,22.01,328.98,299.93,299.93,ok
CALL-250124-1128,ENQ-250124-4669,2025-01-24 09:25,0477650311,STATIC-AU-644315,Organic Search,Google Organic,Roof Repair AU,Generic,Desktop,NSW,/lp/roof-repair,Inbound Sales,Answered,Connected,No,No,No,No,202,10,0.33,0.0,0,0,late-night call
CALL-250330-1129,ENQ-250330-7607,2025-03-30 19:39,0477497030,DNI-AU-MOBILE-182659,Paid Search,Google Ads,Roof Repair AU,Generic,Mobile,QLD,/lp/roof-repair,Inbound Sales,Not Qualified,Connected,No,No,No,No,246,34,21.46,0.0,0,0,missing optional value
CALL-250226-1130,ENQ-250226-6952,2025-02-26 17:28,0477789089,DNI-NZ-LOCAL-219562,Paid Search,Google Ads,Emergency Plumbing,High Intent,Desktop,VIC,/lp/emergency-plumbing,Inbound Sales,Converted,Connected,No,Yes,No,No,271,6,21.94,1094.83,688.13,688.13,ok
CALL-250326-1131,ENQ-250326-7437,2025-03-26 11:00,0402226611,DNI-AU-MOBILE-579247,Organic Search,Google Organic,Brand Protection,High Intent,Mobile,NSW,/contact,Service Desk,Missed,Missed,No,No,Yes,No,19,65,2.29,0,0,0,ok
CALL-250213-1132,ENQ-250213-7302,2025-02-13 09:48,0413628597,DNI-NZ-LOCAL-738576,Organic Search,Google Organic,Retargeting Trial,Emergency,Mobile,QLD,/lp/retargeting,Inbound Sales,Not Qualified,Connected,No,No,No,No,234,0,0.0,0.0,0,0,duplicate caller possible
CALL-250201-1133,ENQ-250201-9888,2025-02-01 12:25,0402628370,STATIC-AU-844858,Direct,Direct Visit,Brand Protection,Emergency,Mobile,NSW,/contact,Service Desk,Answered,Connected,No,No,No,No,429,6,0.0,0.0,0,0,ok
CALL-250215-1134,ENQ-250215-4675,2025-02-15 16:30,0435808340,DNI-NZ-LOCAL-349136,Email,CRM Email,Retargeting Trial,Generic,Desktop,WA,/lp/retargeting,Inbound Sales,Not Qualified,Qualified,No,No,No,No,186,1,2.67,0.0,0,0,late-night call
CALL-250331-1135,ENQ-250331-7025,2025-03-31 12:44,0402764575,DNI-AU-MOBILE-913848,Referral,Partner Referral,Retargeting Trial,Competitor,Mobile,WA,/lp/retargeting,Overflow Team,Missed,Missed,No,No,Yes,No,6,60,0.0,0,0,0,duplicate caller possible
CALL-250125-1136,ENQ-250125-9608,2025-01-25 12:28,0477433299,DNI-AU-MOBILE-292800,Paid Search,Google Ads,Dental Implants,Competitor,Desktop,VIC,/lp/implants,Inbound Sales,Converted,Connected,No,Yes,No,No,107,7,10.72,8810.53,6020.91,6020.91,late-night call
CALL-250109-1137,ENQ-250109-5203,2025-01-09 16:10,0401504620,STATIC-AU-125905,Organic Search,Google Organic,Local SEO,Competitor,Mobile,VIC,/blog/local-service-guide,Inbound Sales,Answered,Connected,No,No,No,No,198,25,3.24,0.0,0,0,late-night call
CALL-250217-1138,ENQ-250217-1620,2025-02-17 16:51,0413282664,DNI-AU-LOCAL-176806,Email,CRM Email,Winter Promo,High Intent,Mobile,VIC,/lp/winter-offer,Inbound Sales,Not Qualified,Qualified,No,No,No,Yes,587,1,7.87,0.0,0,0,ok
CALL-250123-1139,ENQ-250123-8170,2025-01-23 12:35,0401504620,DNI-NZ-LOCAL-514306,Paid Search,Google Ads,Brand Protection,Competitor,Mobile,NSW,/contact,Inbound Sales,Answered,Connected,No,No,No,Yes,298,18,33.27,0.0,0,0,duplicate caller possible
CALL-250104-1140,ENQ-250104-9397,2025-01-04 15:10,0428777308,DNI-AU-MOBILE-268772,Email,CRM Email,Winter Promo,Brand,Desktop,NSW,/lp/winter-offer,Overflow Team,Converted,Connected,No,Yes,No,No,805,0,0.07,5763.82,4750.59,4750.59,ok
CALL-250129-1141,ENQ-250129-6008,2025-01-29 17:53,0428444295,DNI-AU-MOBILE-693024,Paid Search,Google Ads,Winter Promo,Near Me,Mobile,VIC,/lp/winter-offer,Service Desk,Answered,Connected,No,No,No,No,251,1,32.81,0.0,0,0,late-night call
CALL-250216-1142,ENQ-250216-7637,2025-02-16 13:27,0477132709,DNI-AU-MOBILE-138436,Paid Search,Google Ads,Dental Implants,Competitor,Desktop,QLD,/lp/implants,Inbound Sales,Converted,Won,Yes,Yes,No,No,238,14,12.54,3309.6,2300.51,2300.51,late-night call
CALL-250203-1143,ENQ-250203-8921,2025-02-03 16:57,0477253300,STATIC-AU-142383,Direct,Direct Visit,Roof Repair AU,Emergency,Mobile,VIC,/lp/roof-repair,Service Desk,Converted,Connected,No,Yes,No,No,105,1,0.88,3437.87,2528.04,2528.04,ok
CALL-250304-1144,ENQ-250304-3848,2025-03-04 11:04,0435670792,DNI-NZ-LOCAL-785428,Paid Search,Google Ads,Dental Implants,Remarketing,Mobile,QLD,/lp/implants,Inbound Sales,Missed,Missed,No,No,Yes,No,6,55,15.06,0,0,0,missing optional value
CALL-250216-1145,ENQ-250216-4773,2025-02-16 17:41,0401793223,DNI-NZ-LOCAL-950576,Display,Programmatic,Winter Promo,Remarketing,Mobile,TAS,/lp/winter-offer,Inbound Sales,Converted,Connected,No,Yes,No,No,522,16,25.6,823.16,687.94,687.94,ok
CALL-250115-1146,ENQ-250115-4594,2025-01-15 15:43,0428278852,DNI-NZ-LOCAL-730025,Email,CRM Email,Winter Promo,Near Me,Desktop,VIC,/lp/winter-offer,Inbound Sales,Qualified No Sale,Appointment Booked,Yes,No,No,No,145,2,0,1760.44,0,0,ok
CALL-250316-1147,ENQ-250316-8901,2025-03-16 10:39,0401197716,DNI-AU-MOBILE-732789,Referral,Partner Referral,Dental Implants,Near Me,Desktop,VIC,/lp/implants,Inbound Sales,Answered,Connected,No,No,No,No,202,13,0.0,0.0,0,0,late-night call
CALL-250101-1148,ENQ-250101-9561,2025-01-01 18:41,0428544150,DNI-AU-LOCAL-645009,Organic Search,Google Organic,Roof Repair AU,Remarketing,Desktop,NSW,/lp/roof-repair,Overflow Team,Answered,Connected,No,No,No,Yes,159,24,0.0,0.0,0,0,ok
CALL-250218-1149,ENQ-250218-3262,2025-02-18 18:13,0477517469,DNI-AU-LOCAL-884140,Referral,Partner Referral,Dental Implants,Competitor,Mobile,VIC,/lp/implants,After Hours,Converted,Connected,No,Yes,No,No,298,86,0.92,3078.26,2212.4,2212.4,ok
CALL-250227-1150,ENQ-250227-4304,2025-02-27 19:10,0435806866,STATIC-AU-304206,Paid Search,Google Ads,Emergency Plumbing,High Intent,Desktop,NSW,/lp/emergency-plumbing,After Hours,Converted,Won,Yes,Yes,No,Yes,427,1,23.5,4048.42,2417.73,2417.73,ok
CALL-250318-1151,ENQ-250318-4187,2025-03-18 16:33,0413337288,DNI-NZ-LOCAL-523579,Referral,Partner Referral,Emergency Plumbing,Brand,Desktop,VIC,/lp/emergency-plumbing,After Hours,Answered,Connected,No,No,No,No,147,19,0.0,0.0,0,0,late-night call
CALL-250101-1152,ENQ-250101-4767,2025-01-01 12:11,0402809794,STATIC-AU-532459,Organic Search,Google Organic,Local SEO,Competitor,Mobile,WA,/blog/local-service-guide,Service Desk,Not Qualified,Connected,No,No,No,No,420,21,2.17,0.0,0,0,ok
CALL-250308-1153,ENQ-250308-5091,2025-03-08 16:00,0402312616,STATIC-AU-263573,Paid Social,Meta Ads,Dental Implants,Competitor,Mobile,NSW,/lp/implants,Service Desk,Qualified No Sale,Quote Sent,Yes,No,No,No,559,40,5.64,2350.82,0,0,ok
CALL-250116-1154,ENQ-250116-3863,2025-01-16 09:43,0401197716,DNI-NZ-LOCAL-226215,Direct,Direct Visit,Brand Protection,Competitor,Desktop,WA,/contact,Service Desk,Not Qualified,Qualified,No,No,No,Yes,128,40,0,0.0,0,0,duplicate caller possible
CALL-250308-1155,ENQ-250308-4744,2025-03-08 15:20,0435819335,DNI-AU-LOCAL-855829,Referral,Partner Referral,Winter Promo,Near Me,Mobile,NSW,/lp/winter-offer,Inbound Sales,Converted,Connected,No,Yes,No,No,167,57,1.05,7213.87,5745.56,5745.56,ok
CALL-250131-1156,ENQ-250131-6914,2025-01-31 16:27,0413586288,STATIC-AU-687569,Display,Programmatic,Winter Promo,High Intent,Desktop,QLD,/lp/winter-offer,Inbound Sales,Answered,Connected,No,No,No,Yes,268,13,7.95,0.0,0,0,late-night call
CALL-250202-1157,ENQ-250202-7631,2025-02-02 13:01,0435699405,DNI-AU-LOCAL-182954,Organic Search,Google Organic,Dental Implants,Near Me,Mobile,NSW,/lp/implants,After Hours,Not Qualified,Connected,No,No,No,No,422,12,0.57,0.0,0,0,ok
CALL-250213-1158,ENQ-250213-2311,2025-02-13 11:20,0435819335,DNI-AU-MOBILE-275018,Organic Search,Google Organic,Local SEO,Generic,Mobile,VIC,/blog/local-service-guide,Inbound Sales,Missed,Missed,No,No,Yes,Yes,27,48,0.0,0,0,0,missing optional value
CALL-250114-1159,ENQ-250114-9856,2025-01-14 09:04,0428589887,STATIC-AU-675191,Direct,Direct Visit,Brand Protection,High Intent,Desktop,NSW,/contact,Overflow Team,Answered,Connected,No,No,No,No,81,39,0.0,0.0,0,0,missing optional value
CALL-250118-1160,ENQ-250118-1149,2025-01-18 19:34,0428414164,DNI-NZ-LOCAL-936726,Paid Search,Google Ads,Emergency Plumbing,Emergency,Mobile,NSW,/lp/emergency-plumbing,Inbound Sales,Converted,Won,Yes,Yes,No,No,,4,22.97,9427.24,7598.2,7598.2,ok
CALL-250318-1161,ENQ-250318-3238,2025-03-18 11:50,0401291267,STATIC-AU-215717,Paid Search,Google Ads,Roof Repair AU,Emergency,Mobile,NSW,/lp/roof-repair,Inbound Sales,Not Qualified,Connected,No,No,No,No,312,1,21.3,0.0,0,0,duplicate caller possible
CALL-250228-1162,ENQ-250228-8702,2025-02-28 17:28,0428278852,DNI-AU-MOBILE-301528,Paid Search,Google Ads,Winter Promo,High Intent,Mobile,WA,/lp/winter-offer,Inbound Sales,Converted,Appointment Booked,Yes,Yes,No,Yes,122,1,29.54,7251.14,5889.61,5889.61,ok
CALL-250218-1163,ENQ-250218-6905,2025-02-18 08:07,0413308376,DNI-AU-LOCAL-799080,Direct,Direct Visit,Brand Protection,Brand,Tablet,VIC,/contact,Overflow Team,Not Qualified,Connected,No,No,No,No,358,72,0.0,0.0,0,0,ok
CALL-250115-1164,ENQ-250115-6690,2025-01-15 11:40,0413685472,DNI-NZ-LOCAL-868804,Organic Search,Google Organic,Winter Promo,High Intent,Mobile,NSW,/lp/winter-offer,Inbound Sales,Converted,Won,Yes,Yes,No,No,431,26,0.0,670.74,605.5,605.5,ok
CALL-250103-1165,ENQ-250103-7210,2025-01-03 19:24,0477630535,DNI-AU-MOBILE-119629,Organic Search,Google Organic,Winter Promo,Emergency,Mobile,NSW,/lp/winter-offer,Inbound Sales,Answered,Qualified,No,No,No,No,292,11,0.0,0.0,0,0,late-night call
CALL-250216-1166,ENQ-250216-5193,2025-02-16 17:15,0435754280,DNI-AU-LOCAL-484150,Organic Search,Google Organic,Winter Promo,Generic,Desktop,VIC,/lp/winter-offer,After Hours,Converted,Connected,No,Yes,No,No,324,2,0.0,719.33,672.82,672.82,ok
CALL-250319-1167,ENQ-250319-2658,2025-03-19 19:04,0435201836,DNI-AU-MOBILE-657487,Paid Search,Google Ads,Retargeting Trial,Emergency,Tablet,SA,/lp/retargeting,Inbound Sales,Not Qualified,Connected,No,No,No,No,509,9,16.99,0.0,0,0,missing optional value
CALL-250125-1168,ENQ-250125-7090,2025-01-25 11:33,0435440424,DNI-NZ-LOCAL-901305,Referral,Partner Referral,Emergency Plumbing,Emergency,Tablet,NSW,/lp/emergency-plumbing,After Hours,Answered,Connected,No,No,No,No,257,11,0.0,0.0,0,0,duplicate caller possible
CALL-250225-1169,ENQ-250225-5521,2025-02-25 19:20,0477962283,DNI-AU-MOBILE-198867,Referral,Partner Referral,Emergency Plumbing,Competitor,Mobile,QLD,/lp/emergency-plumbing,Overflow Team,Converted,Won,Yes,Yes,No,No,68,0,0.11,543.07,470.06,470.06,ok
CALL-250228-1170,ENQ-250228-2974,2025-02-28 13:09,0428536754,DNI-AU-MOBILE-883997,Paid Search,Google Ads,Roof Repair AU,Remarketing,Mobile,QLD,/lp/roof-repair,Inbound Sales,Answered,Qualified,No,No,No,No,157,7,18.42,0.0,0,0,duplicate caller possible
CALL-250319-1171,ENQ-250319-1807,2025-03-19 08:40,0428699198,DNI-NZ-LOCAL-375311,Paid Social,Meta Ads,Roof Repair AU,Brand,Mobile,VIC,/lp/roof-repair,Inbound Sales,Answered,Connected,No,No,No,No,261,20,10.0,0.0,0,0,ok
CALL-250221-1172,ENQ-250221-3389,2025-02-21 16:27,0435806866,DNI-NZ-LOCAL-147057,Paid Social,Meta Ads,Winter Promo,Emergency,Mobile,NSW,/lp/winter-offer,Inbound Sales,Not Qualified,Connected,No,No,No,Yes,257,10,14.78,0.0,0,0,ok
CALL-250126-1173,ENQ-250126-9631,2025-01-26 18:23,0428711324,DNI-AU-LOCAL-367865,Paid Search,Google Ads,Winter Promo,Generic,Mobile,NSW,/lp/winter-offer,Inbound Sales,Converted,Connected,No,Yes,No,No,118,4,38.25,2533.68,1764.24,1764.24,ok
CALL-250108-1174,ENQ-250108-5053,2025-01-08 12:12,0401141683,STATIC-AU-449773,Paid Social,Meta Ads,Emergency Plumbing,Remarketing,Mobile,QLD,/lp/emergency-plumbing,Inbound Sales,Answered,Qualified,No,No,No,No,181,6,13.76,0.0,0,0,missing optional value
CALL-250220-1175,ENQ-250220-4726,2025-02-20 19:10,0435810929,DNI-NZ-LOCAL-352036,Paid Search,Google Ads,Local SEO,Competitor,Mobile,TAS,/blog/local-service-guide,Overflow Team,Converted,Connected,No,Yes,No,No,558,39,34.92,679.24,548.11,548.11,late-night call
CALL-250120-1176,ENQ-250120-5970,2025-01-20 14:19,0402809794,DNI-NZ-LOCAL-881828,Direct,Direct Visit,Dental Implants,Generic,Mobile,VIC,/lp/implants,Inbound Sales,Answered,Connected,No,No,No,Yes,99,43,0.0,0.0,0,0,duplicate caller possible
CALL-250205-1177,ENQ-250205-1245,2025-02-05 10:49,0401528436,STATIC-AU-533108,Paid Search,Google Ads,Roof Repair AU,Brand,Mobile,NSW,/lp/roof-repair,After Hours,Not Qualified,Connected,No,No,No,No,137,11,25.3,0.0,0,0,ok
CALL-250327-1178,ENQ-250327-9498,2025-03-27 11:48,0401357657,DNI-NZ-LOCAL-870881,Paid Search,Google Ads,Winter Promo,Generic,Mobile,NSW,/lp/winter-offer,After Hours,Converted,Connected,No,Yes,No,No,156,23,35.18,5860.32,3925.51,3925.51,ok
CALL-250313-1179,ENQ-250313-3216,2025-03-13 14:33,0477672949,DNI-NZ-LOCAL-533648,Paid Social,Meta Ads,Retargeting Trial,Generic,Mobile,NSW,/lp/retargeting,Service Desk,Qualified No Sale,Qualified,Yes,No,No,No,197,17,4.37,1639.48,0,0,ok
CALL-250227-1180,ENQ-250227-9383,2025-02-27 08:11,0477929493,DNI-AU-MOBILE-497073,Organic Search,Google Organic,Competitor Terms,Emergency,Desktop,VIC,/lp/compare-options,Inbound Sales,Missed,Missed,No,No,Yes,No,28,59,1.93,0,0,0,late-night call
CALL-250218-1181,ENQ-250218-9084,2025-02-18 08:49,0401737517,DNI-AU-MOBILE-327408,Paid Search,Google Ads,Dental Implants,Generic,Desktop,VIC,/lp/implants,Inbound Sales,Converted,Connected,No,Yes,No,No,257,10,11.67,1165.52,758.91,,late-night call
CALL-250326-1182,ENQ-250326-2436,2025-03-26 15:29,0413447195,DNI-AU-LOCAL-214176,Organic Search,Google Organic,Winter Promo,Near Me,Mobile,NSW,/lp/winter-offer,After Hours,Missed,Missed,No,No,Yes,No,11,30,0.0,0,0,0,missing optional value
CALL-250123-1183,ENQ-250123-1953,2025-01-23 10:43,0477319205,DNI-AU-LOCAL-699121,Organic Search,Google Organic,Local SEO,Emergency,Mobile,NSW,/blog/local-service-guide,Overflow Team,Qualified No Sale,Appointment Booked,Yes,No,No,No,155,8,1.64,628.39,0,0,duplicate caller possible
CALL-250322-1184,ENQ-250322-4396,2025-03-22 16:05,0428444295,DNI-NZ-LOCAL-534153,Email,CRM Email,Local SEO,Competitor,Tablet,VIC,/blog/local-service-guide,After Hours,Not Qualified,Connected,No,No,No,Yes,,47,1.94,0.0,0,0,ok
CALL-250212-1185,ENQ-250212-3224,2025-02-12 13:35,0401777015,DNI-NZ-LOCAL-262934,Paid Social,Meta Ads,Dental Implants,High Intent,Mobile,QLD,/lp/implants,Inbound Sales,Qualified No Sale,Quote Sent,Yes,No,No,No,232,20,6.22,170.47,0,107.64,duplicate caller possible
CALL-250228-1186,ENQ-250228-2914,2025-02-28 16:57,0428296481,STATIC-AU-839525,Organic Search,Google Organic,Local SEO,Emergency,Desktop,SA,/blog/local-service-guide,Inbound Sales,Answered,Connected,No,No,No,No,221,15,0.0,0.0,0,0,ok
CALL-250105-1187,ENQ-250105-2609,2025-01-05 12:26,0413250255,DNI-AU-MOBILE-315154,Paid Search,Google Ads,Competitor Terms,Brand,Desktop,VIC,/lp/compare-options,Inbound Sales,Converted,Connected,No,Yes,No,No,704,44,44.45,1675.38,1353.21,1353.21,duplicate caller possible
CALL-250105-1188,ENQ-250105-6257,2025-01-05 15:24,0477320039,DNI-AU-MOBILE-301898,Paid Social,Meta Ads,Emergency Plumbing,Near Me,Mobile,WA,/lp/emergency-plumbing,After Hours,Missed,Missed,No,No,Yes,No,14,68,15.13,0,0,0,ok
CALL-250205-1189,ENQ-250205-8712,2025-02-05 16:20,0402130401,DNI-AU-LOCAL-211072,Paid Social,Meta Ads,Local SEO,Near Me,Mobile,VIC,/blog/local-service-guide,Inbound Sales,Answered,Connected,No,No,No,No,92,14,29.24,0.0,0,0,missing optional value
CALL-250107-1190,ENQ-250107-4666,2025-01-07 09:27,0428342948,DNI-AU-MOBILE-746910,Organic Search,Google Organic,Local SEO,Competitor,Mobile,QLD,/blog/local-service-guide,Inbound Sales,Not Qualified,Connected,No,No,No,No,596,20,2.28,0.0,0,0,ok
CALL-250216-1191,ENQ-250216-7773,2025-02-16 14:11,0428719221,DNI-AU-MOBILE-751034,Referral,Partner Referral,Local SEO,High Intent,Desktop,SA,/blog/local-service-guide,Inbound Sales,Answered,Connected,No,No,No,No,104,33,0.35,0.0,0,0,ok
CALL-250312-1192,ENQ-250312-7208,2025-03-12 10:30,0435908812,STATIC-AU-618306,Organic Search,Google Organic,Dental Implants,Generic,Mobile,QLD,/lp/implants,Inbound Sales,Not Qualified,Connected,No,No,No,No,349,24,0.36,0.0,0,0,duplicate caller possible
